54428,54525,54523,54529,54619,54527,54528,54517,54526,54622,54645,54530,54623
1,3,3,1,2,3,2,2,1,1,4,2,2
0,0,0,0,0,0,0,0,0,0,0,0,0
4,4,3,4,4,4,4,4,4,3,4,4,4
0,4,3,4,4,3,4,4,4,4,4,4,4
4,4,3,4,4,3,4,4,4,3,4,4,4
2,4,3,4,4,4,4,4,3,3,4,4,4
4,4,3,4,4,0,0,4,3,3,4,4,4
2,3,3,1,4,4,4,4,3,3,4,4,4
2,3,3,4,4,4,4,4,4,4,4,4,4
4,3,3,4,4,4,4,4,3,4,4,4,4
